id_of_cashier,date_of_purchase,time_of_purchase,id_of_typeOfPurchase,card_number
11,12.25.2021,2:59,4,4251110429903805
12,3.12.2021,3:19,2,4784148933716452
6,12.11.2021,3:33,5,4653213096667049
12,5.22.2021,6:24,3,4815956337314861
15,12.12.2021,12:3,5,4263413621859952
11,3.15.2021,16:36,3,4654794746512971
13,7.1.2021,11:42,5,4521546354265189
3,6.5.2021,7:34,3,4148367436188016
1,7.24.2021,17:27,2,4094717566033871
8,1.9.2021,5:6,4,4776099337645666
3,3.19.2021,3:54,2,4942151757054502
14,7.1.2021,8:51,3,4050977973569766
11,12.19.2021,7:36,1,4991501616506945
1,3.2.2021,22:27,1,4449265105536000
5,3.7.2021,11:10,1,4473139672279513
1,1.2.2021,19:45,2,4647527208342196
1,10.2.2021,20:38,2,4952850497866766
4,9.22.2021,16:4,4,4657347363063678
10,5.22.2021,16:41,1,4465906678760903
12,6.3.2021,15:19,3,4919540419606271
11,8.1.2021,4:2,1,4945215359680001
10,11.20.2021,6:34,2,4288911125137364
5,7.27.2021,23:36,2,4242393253655300
11,8.12.2021,12:50,5,4869342486400597
5,4.3.2021,5:0,4,4508429998926675
4,6.23.2021,17:59,1,4357555847462504
8,8.5.2021,4:13,1,4368816456631345
5,6.18.2021,19:12,2,4833539746074897
12,7.25.2021,17:54,1,4173715167841067
14,7.21.2021,8:43,1,4004332626799377
1,7.15.2021,6:16,3,4741682793052697
8,4.12.2021,7:26,3,4007133437647439
5,5.7.2021,14:9,2,4751916643425419
5,7.19.2021,18:20,2,4085047709788763
5,7.18.2021,12:17,4,4023729949337600
13,11.9.2021,3:35,3,4243296462706048
1,1.17.2021,18:5,2,4574474207825984
2,8.23.2021,19:51,5,4221237842568016
3,10.6.2021,1:57,3,4253047602014177
6,9.10.2021,8:46,5,4168846647865792
10,3.20.2021,13:25,2,4051133460206347
5,9.12.2021,5:26,2,4071632580545630
5,6.28.2021,0:37,1,4693208133099827
11,10.13.2021,10:0,2,4970872795957761
7,3.10.2021,22:53,1,4558752133623137
4,2.15.2021,16:59,3,4171357245509193
3,9.20.2021,22:3,1,4481597401865091
8,5.6.2021,8:26,5,4676956256766844
15,12.21.2021,20:37,2,4398738180298671
8,8.15.2021,0:29,3,4870181938094213
6,9.26.2021,8:36,4,4851449886766839
5,6.17.2021,1:36,5,4930796866659271
12,11.4.2021,11:22,4,4966091072051253
14,12.16.2021,3:19,3,4191713785606392
5,2.18.2021,20:24,2,4456584422103290
15,5.28.2021,13:38,4,4016499349132255
5,11.23.2021,15:2,2,4965655876150409
2,9.5.2021,20:50,5,4190030409773500
3,5.6.2021,15:16,5,4085153128732636
13,12.4.2021,10:1,2,4705105245143856
15,11.23.2021,15:33,3,4108490907075779
12,1.25.2021,13:17,1,4343464204046091
12,10.23.2021,6:38,2,4869124049516740
5,8.4.2021,14:25,2,4426473341217423
13,4.8.2021,20:55,2,4200595872049146
2,8.14.2021,23:2,2,4316960446928691
8,2.3.2021,17:40,5,4363081471602919
11,1.15.2021,1:43,3,4621635783734670
1,5.5.2021,23:44,1,4752223785579368
2,9.21.2021,23:8,1,4424230267681347
3,12.16.2021,1:30,3,4415098375456273
6,1.7.2021,5:46,5,4435270393669251
4,2.7.2021,11:41,3,4037205930609540
4,8.23.2021,8:58,4,4957247089658861
10,8.23.2021,16:52,5,4899144153731087
2,6.2.2021,7:20,5,4706456731083546
5,7.23.2021,11:18,4,4925865958573146
7,3.19.2021,15:59,5,4739285751476062
6,8.17.2021,22:0,4,4111907394696726
13,3.2.2021,18:47,3,4917392695382783
13,6.7.2021,6:53,5,4634231539528065
14,6.3.2021,21:47,3,4089373215619343
2,3.23.2021,23:0,2,4772891159765119
8,4.4.2021,12:9,3,4751792138393631
11,11.26.2021,9:18,1,4009015152651367
13,5.17.2021,3:10,3,4291021803607978
5,3.16.2021,22:49,4,4490575222275247
15,8.11.2021,15:55,1,4573307731459805
4,6.15.2021,18:7,5,4127188090289710
11,4.21.2021,5:41,1,4104506369364935
11,1.9.2021,13:47,5,4417103681452636
8,5.28.2021,14:44,1,4137319733235051
13,1.1.2021,6:59,5,4699148189334028
4,2.16.2021,2:11,2,4705802804880618
13,7.12.2021,2:25,4,4563612398765776
9,3.15.2021,21:2,3,4330196046806045
8,9.20.2021,8:53,3,4009781504584203
7,5.21.2021,21:1,5,4150439388504852
13,3.17.2021,15:53,3,4358335536222379
14,5.1.2021,4:39,4,4359020909430485
10,4.3.2021,23:35,4,4360135299260655
9,10.17.2021,14:22,3,4823076880731902
10,11.3.2021,1:57,2,4747014600349756
5,9.10.2021,21:56,4,4430228094981007
15,4.22.2021,23:7,4,4016783374914483
14,8.26.2021,8:2,2,4752270667305441
12,1.13.2021,4:27,2,4226933145698569
15,5.6.2021,10:46,1,4710279939903540
1,1.18.2021,13:18,5,4045384444789262
6,4.17.2021,20:19,4,4623664614417439
14,4.8.2021,10:24,3,4760372896590473
13,6.26.2021,19:53,4,4162824305301506
3,10.9.2021,9:19,1,4951883874652724
10,3.11.2021,13:46,4,4246640116574933
14,11.28.2021,5:38,2,4748763881532848
6,4.18.2021,18:8,1,4318446838623830
12,2.6.2021,6:45,3,4882962002834369
1,8.4.2021,8:22,1,4742756757178558
15,1.3.2021,11:18,3,4139111078535862
13,12.24.2021,1:2,4,4529243596326947
2,1.27.2021,8:18,2,4222675630738525
6,6.19.2021,7:33,1,4401612064381923
5,3.1.2021,0:4,5,4524030827156233
1,8.19.2021,3:2,1,4763976340208690
4,2.7.2021,6:35,3,4927826453100540
2,4.22.2021,16:57,4,4286937836177065
2,11.11.2021,6:24,2,4896847835693776
11,4.16.2021,21:14,4,4559730524505952
8,4.27.2021,9:39,2,4652285296545800
15,11.26.2021,15:10,2,4828919991661801
8,11.8.2021,16:44,3,4724611522221696
11,1.9.2021,15:2,1,4733053983769375
8,9.3.2021,3:8,1,4536269366793186
8,12.11.2021,11:37,3,4031741209697177
7,12.25.2021,13:2,4,4838685046700493
14,6.12.2021,5:28,2,4815530445131609
9,7.17.2021,17:27,4,4888025742873395
6,5.25.2021,6:58,2,4466477297768382
11,7.19.2021,4:50,5,4963728591592957
5,3.23.2021,8:38,4,4541813315266279
10,11.9.2021,20:26,4,4058911739337417
15,2.14.2021,15:14,2,4199732664799614
2,2.13.2021,20:37,1,4916360181726445
5,4.28.2021,13:45,3,4109539522021333
5,1.14.2021,9:49,3,4862867725258531
9,10.14.2021,6:33,5,4711243761397592
8,5.21.2021,22:43,2,4430912283479489
10,11.4.2021,4:52,2,4456852744563597
12,1.12.2021,4:38,3,4173005416677688
15,6.23.2021,16:51,2,4909171005607902
10,4.10.2021,19:49,2,4149491764162472
1,2.5.2021,1:44,2,4321228691989962
10,6.17.2021,10:21,2,4697929350795712
14,7.18.2021,8:27,2,4805148259294646
10,12.4.2021,2:18,2,4974114028335319
10,11.28.2021,22:51,1,4808526706341221
8,7.10.2021,10:5,2,4153668988425223
1,12.26.2021,22:26,4,4119966216824715
7,9.1.2021,6:14,5,4428245681406154
3,8.8.2021,16:12,2,4964341557341634
14,7.19.2021,4:54,5,4697815434499353
8,10.10.2021,1:36,5,4227965700699496
1,7.11.2021,18:44,5,4851199811044430
8,10.5.2021,10:2,4,4922956093296499
12,3.4.2021,17:39,3,4363851223199841
15,5.23.2021,13:31,1,4861731040258614
7,9.2.2021,1:52,1,4697389919288676
9,7.28.2021,21:25,5,4140214105720703
7,8.3.2021,1:54,1,4289986967071248
8,10.14.2021,23:31,5,4163407581077268
9,3.20.2021,17:24,5,4180120407719894
6,1.28.2021,20:46,3,4322483700270299
6,2.4.2021,1:24,5,4649610298860996
1,11.28.2021,4:1,3,4348283879327390
4,6.2.2021,7:17,4,4552374101769802
2,3.2.2021,18:12,2,4997725827585996
9,6.11.2021,16:39,3,4964533830127784
10,3.21.2021,5:26,1,4163930538493815
13,3.22.2021,15:22,5,4097496695766001
15,6.25.2021,4:44,4,4736082333334627
12,3.17.2021,9:40,3,4788937999535760
7,4.16.2021,14:4,4,4786855455953127
3,2.18.2021,14:30,5,4710942054091294
14,10.17.2021,1:10,3,4720955361148789
11,8.28.2021,4:22,2,4916017136239004
9,11.12.2021,11:28,4,4258888532117755
4,1.6.2021,20:19,4,4727546689878398
1,11.18.2021,17:33,5,4597711506835854
8,10.21.2021,13:43,2,4745841619953846
8,9.28.2021,10:25,2,4426437973170820
5,3.7.2021,21:40,2,4238451855154709
1,11.9.2021,10:42,5,4787888624167105
7,7.13.2021,2:47,5,4373203505490179
9,7.16.2021,13:23,1,4692816908204123
13,5.17.2021,0:33,5,4765267676393942
12,8.28.2021,11:41,2,4785461235726421
2,6.9.2021,6:23,2,4257366061552060
13,12.5.2021,0:53,2,4889604660917469
13,10.6.2021,13:19,3,4431733996348157
6,8.13.2021,12:1,1,4341573720782420
2,2.9.2021,15:43,4,4850699066368969
13,4.13.2021,21:58,1,4178576838062034
10,11.10.2021,3:56,1,4460726910125736
9,12.2.2021,12:48,5,4172915771952325
12,12.14.2021,5:18,2,4942536561856303
1,1.10.2021,7:33,2,4529363089524518
13,5.22.2021,10:38,3,4057488303912558
13,8.15.2021,1:29,5,4629691910031128
12,12.22.2021,19:59,4,4555173147045207
7,2.5.2021,0:28,4,4512080126717781
6,1.7.2021,12:10,3,4185275278215794
3,8.18.2021,3:15,5,4002555467645665
8,11.14.2021,0:39,3,4270730959356191
12,2.8.2021,11:17,1,4105120797118123
14,4.14.2021,14:8,5,4884645432050169
4,7.20.2021,20:57,3,4079674641270850
14,4.5.2021,21:59,2,4037070017347697
15,12.25.2021,3:24,1,4335294465660780
13,6.24.2021,23:35,3,4466145740639534
14,5.19.2021,18:28,3,4750132055089290
13,11.3.2021,5:31,1,4839292774387645
10,7.4.2021,12:33,1,4223912655438149
4,6.27.2021,5:59,4,4722910838201902
12,6.24.2021,19:33,3,4569682640773249
10,5.18.2021,10:57,4,4841167410303937
15,6.3.2021,12:35,2,4897934387356438
8,9.5.2021,17:56,4,4452978073026364
4,1.8.2021,10:37,4,4693926531978851
10,7.24.2021,22:21,5,4622221485243915
10,6.27.2021,3:30,2,4180096423132118
11,7.5.2021,9:14,5,4992249407134701
14,12.20.2021,21:30,5,4188509562380279
12,8.3.2021,4:18,3,4158053576978678
1,3.14.2021,10:44,4,4853525671756348
1,1.2.2021,17:21,1,4065844899754091
5,5.8.2021,9:15,1,4882036084736050
7,2.22.2021,11:52,4,4311888916958562
9,1.23.2021,7:46,4,4616010591076969
7,5.20.2021,10:57,5,4915653502683261
1,11.20.2021,10:18,4,4359589970183100
15,6.18.2021,7:38,5,4835684213212034
7,1.26.2021,7:14,2,4508164094832057
1,5.14.2021,16:53,1,4228488568782534
6,8.24.2021,16:16,2,4303010314534469
9,11.20.2021,7:29,3,4922939187257952
2,9.22.2021,5:0,3,4485260345617959
14,10.28.2021,12:41,3,4757265878098558
2,12.3.2021,16:53,2,4432230392598261
2,9.27.2021,8:12,3,4957438146094387
1,12.10.2021,3:41,2,4968224006335124
4,9.23.2021,19:46,1,4039218215120803
6,1.18.2021,7:6,5,4625627170907933
14,12.11.2021,7:39,4,4991438306334044
10,10.22.2021,6:30,2,4100589521704698
9,3.21.2021,4:43,4,4727214198983974
1,2.1.2021,21:25,2,4389688741758195
11,11.3.2021,6:33,3,4947456648462814
15,9.26.2021,10:16,2,4485144680719507
7,11.15.2021,16:13,4,4841051600411141
14,12.28.2021,9:51,1,4915686351922953
12,11.20.2021,2:42,4,4532883805841187
6,9.4.2021,10:46,5,4890358876722247
9,11.4.2021,23:42,1,4378579239597755
4,6.7.2021,23:54,2,4905202708148343
3,10.1.2021,8:52,3,4618005539919367
7,7.1.2021,9:11,2,4074903036951364
4,12.20.2021,2:57,1,4361248531553929
8,6.10.2021,7:10,5,4877559535963278
7,6.5.2021,23:58,2,4683913744972970
5,1.4.2021,15:42,5,4032691954247449
4,8.11.2021,16:16,2,4218036382587026
6,10.4.2021,20:57,2,4273135485903646
6,9.19.2021,9:52,3,4766359337109180
7,1.1.2021,21:56,3,4882403470457561
5,7.14.2021,12:26,3,4856959270182614
2,7.27.2021,22:18,3,4843872817643571
2,9.12.2021,2:42,1,4963729891389491
14,7.6.2021,23:22,2,4126925387717742
15,5.27.2021,0:41,2,4378694598074657
3,10.20.2021,14:33,5,4042538262885039
10,4.28.2021,21:18,2,4683328139412751
10,10.22.2021,17:8,1,4461189356345763
5,10.15.2021,19:35,3,4821720395929850
8,9.17.2021,12:49,5,4679594086559099
12,4.23.2021,16:59,2,4435742035960660
15,3.9.2021,5:2,5,4406645541405863
14,9.22.2021,16:51,1,4781460405587225
8,12.3.2021,7:53,3,4570146675314493
15,10.14.2021,8:33,1,4955593720713304
8,7.15.2021,12:48,4,4230207590093201
7,3.1.2021,22:16,1,4223378970720821
13,12.19.2021,13:19,1,4154991075942745
13,12.27.2021,19:54,4,4023690515344086
6,2.26.2021,2:9,1,4290855186611428
9,10.19.2021,12:28,4,4060974714787756
12,8.2.2021,14:17,5,4188737990683445
2,8.21.2021,6:48,5,4344958289731830
4,4.12.2021,18:47,2,4948675169006599
3,9.11.2021,18:28,3,4904793168756266
7,8.25.2021,9:26,5,4589075283787655
14,5.1.2021,8:37,2,4533860646087068
2,9.1.2021,16:31,2,4011109802607504
1,4.26.2021,19:30,3,4661336692893349
13,8.9.2021,10:16,1,4384768589866882
7,6.1.2021,9:41,4,4610584530381179
11,8.11.2021,16:54,3,4890965839294408
3,10.9.2021,0:20,3,4245156062795042
2,5.22.2021,9:13,2,4821863695913297
4,7.2.2021,19:4,1,4221452389843720
9,7.3.2021,12:1,5,4448662232461507
12,7.10.2021,11:52,3,4715159408616891
4,3.23.2021,15:7,5,4770765483930120
15,8.22.2021,9:36,5,4642048102675668
7,8.16.2021,10:2,3,4287518015673484
1,12.24.2021,4:54,2,4408178956387806
9,6.16.2021,8:21,3,4845562529959080
3,6.10.2021,1:11,3,4550427192821163
6,1.17.2021,19:11,1,4503606337509015
10,6.27.2021,18:5,5,4937109259296402
6,11.12.2021,2:43,5,4090023614817005
7,1.4.2021,16:58,5,4347239243238308
11,8.3.2021,22:37,1,4262974060123602
7,10.28.2021,22:20,4,4715163967298091
9,12.19.2021,3:16,5,4473811149707751
5,6.12.2021,17:23,4,4162680878812567
2,8.24.2021,8:48,1,4117875923872255
12,6.22.2021,11:0,2,4737590813111749
1,12.15.2021,9:52,3,4542265335062016
6,3.2.2021,21:53,5,4255063890155751
11,11.24.2021,17:37,1,4354515911335711
4,2.26.2021,18:33,4,4125861110680821
7,7.7.2021,23:54,3,4608325614740554
5,5.20.2021,0:41,1,4778562999418163
15,9.17.2021,13:5,4,4526729007194384
15,11.20.2021,6:24,3,4000523904826828
10,7.20.2021,1:7,1,4945081037089505
7,3.15.2021,21:45,4,4322732788364727
1,11.17.2021,4:0,1,4041796544173802
3,7.28.2021,13:14,2,4200474035363662
1,9.19.2021,6:17,2,4777403893864988
12,7.23.2021,17:8,5,4303213328754995
5,2.16.2021,22:27,5,4876424720182455
6,12.24.2021,17:38,2,4965732302624837
13,8.12.2021,0:33,3,4228006449581078
12,10.23.2021,11:9,1,4144304512551070
10,10.19.2021,2:35,1,4554355911086345
2,8.13.2021,17:22,2,4759437974451104
7,9.9.2021,7:9,5,4940768054602227
7,5.25.2021,1:5,3,4670688794067525
14,6.21.2021,23:31,4,4119563570984352
6,7.4.2021,11:25,5,4354634233498343
13,7.22.2021,10:19,3,4963744299707279
7,11.13.2021,16:27,2,4405827372091658
6,9.26.2021,14:36,1,4382413608254136
3,10.4.2021,16:54,5,4830819168928837
9,5.26.2021,6:15,1,4138907953674800
11,8.19.2021,21:49,5,4346966427548743
11,6.25.2021,23:56,3,4105890140707303
7,2.22.2021,14:21,3,4203656092828000
12,5.14.2021,1:2,3,4655669052313327
15,1.3.2021,1:46,2,4673959310943761
4,12.10.2021,18:5,3,4290504933548909
3,9.26.2021,1:19,2,4164760973542973
8,9.7.2021,3:32,3,4075401413110141
9,5.13.2021,7:14,3,4768178431671958
4,6.19.2021,14:33,1,4322597689563170
10,8.28.2021,4:32,1,4798462010625160
4,11.11.2021,11:37,3,4501158076184333
9,7.25.2021,15:54,3,4074656444651936
6,5.4.2021,18:47,5,4476617319607084
12,8.25.2021,11:31,1,4859853908970425
3,9.12.2021,11:49,4,4581204125948482
7,5.20.2021,10:16,2,4019899244599220
13,1.2.2021,21:39,3,4665560883856728
4,3.13.2021,14:0,2,4415332423943624
12,5.9.2021,5:8,4,4228358620407651
10,4.18.2021,8:51,2,4400814529434855
4,6.10.2021,4:13,1,4837975316381082
9,4.6.2021,2:1,4,4043227554781102
15,6.17.2021,13:37,3,4199103233173953
2,7.28.2021,6:34,1,4003527152428399
11,3.5.2021,1:54,1,4496794101740581
12,6.26.2021,23:43,2,4109988366346510
7,11.18.2021,1:5,5,4558559832822187
15,4.18.2021,20:38,5,4154321035607223
1,5.15.2021,9:2,2,4544895229480429
10,1.17.2021,3:16,4,4577513343078032
3,6.20.2021,21:12,4,4769183287051625
13,12.8.2021,17:20,4,4948562694003391
2,1.19.2021,20:2,3,4955494781969290
15,10.9.2021,0:59,2,4156274230609606
8,6.3.2021,13:28,1,4329495122573422
6,11.25.2021,10:30,2,4866827692282355
2,3.19.2021,7:57,3,4812004150337126
10,4.6.2021,19:20,1,4174592797784428
3,7.1.2021,5:3,3,4430791252723010
13,4.17.2021,10:44,1,4831381523200879
6,3.13.2021,1:31,4,4362781056416970
8,12.14.2021,21:27,5,4512322663788220
12,11.11.2021,6:2,1,4762172347656145
14,10.5.2021,18:4,5,4492396101721315
6,10.11.2021,6:40,5,4276126231398359
4,2.15.2021,13:50,1,4954858026835389
11,8.16.2021,20:53,4,4795718852469586
14,6.8.2021,6:15,4,4280544177626112
12,6.6.2021,12:9,5,4880594309629200
2,5.22.2021,17:17,3,4968148896751085
2,7.12.2021,3:28,3,4551937628350795
5,4.8.2021,13:49,4,4015125107187809
3,6.19.2021,20:7,4,4853399511769708
12,11.22.2021,21:17,2,4511087325424369
5,12.1.2021,11:13,4,4527867418861606
12,2.14.2021,19:32,3,4880242121149609
8,2.13.2021,1:6,4,4807450434180813
7,1.1.2021,19:38,3,4400581969663388
8,8.23.2021,12:39,1,4110553588576967
7,7.16.2021,23:38,5,4499554495218833
10,9.22.2021,4:29,3,4335073982991937
8,3.27.2021,23:28,5,4905820006766240
3,7.9.2021,8:25,2,4343532072259034
10,7.19.2021,3:8,2,4595735691883014
12,8.20.2021,13:49,2,4147655790040152
5,1.17.2021,18:27,5,4657211939544097
11,10.17.2021,11:6,3,4330915109996281
12,10.13.2021,14:7,5,4680387549469238
14,9.8.2021,1:25,1,4888613295480200
15,6.3.2021,16:5,3,4890007881976045
12,9.14.2021,23:9,1,4534481049801286
3,2.27.2021,7:34,1,4841088956978384
15,8.18.2021,10:55,1,4308739250129709
1,11.4.2021,6:46,5,4409651386731133
10,10.24.2021,16:42,4,4357781336419457
9,4.4.2021,4:19,4,4095478837068932
9,8.11.2021,11:4,2,4614130933177466
10,2.14.2021,22:25,4,4153043713109042
5,11.21.2021,21:46,3,4531852233075427
13,3.8.2021,23:55,2,4748281931538815
13,4.6.2021,23:16,1,4374805224099154
13,4.5.2021,22:23,4,4006036474796714
11,4.1.2021,18:0,2,4877999351410808
11,5.20.2021,21:9,4,4964696871658134
10,2.16.2021,16:29,5,4245270841544382
11,8.4.2021,14:21,5,4195359283638477
1,2.16.2021,9:27,2,4307916978457682
5,4.1.2021,22:45,2,4804584769662457
3,6.4.2021,11:21,1,4107697659015492
15,8.20.2021,16:31,1,4251629466979762
15,10.25.2021,7:34,2,4491945134233775
8,12.5.2021,9:4,4,4045080120166767
5,1.22.2021,14:58,3,4212908325144046
5,12.20.2021,1:17,3,4573134517148066
13,10.2.2021,2:10,5,4567444792276150
13,9.26.2021,13:9,5,4371608215743998
12,9.8.2021,13:31,2,4784982060764707
13,9.8.2021,23:43,3,4844870823520809
11,8.15.2021,4:50,3,4595773652250286
3,5.27.2021,10:19,3,4537673083414706
9,2.14.2021,21:7,1,4222863003346643
5,1.20.2021,7:1,3,4506069255092401
8,10.15.2021,7:36,3,4487354327150290
5,9.20.2021,4:32,1,4509064245327517
1,12.28.2021,3:18,5,4876153165706208
14,12.3.2021,12:1,1,4432183045907376
6,5.22.2021,12:3,2,4941953650317316
10,12.21.2021,7:59,4,4272436196054066
6,8.3.2021,1:5,2,4108627969222552
9,10.17.2021,19:3,3,4153971868034599
11,9.18.2021,18:4,3,4782650306242004
1,1.20.2021,5:26,4,4484523788879774
7,11.7.2021,19:9,1,4554560346853508
9,7.15.2021,6:24,3,4840451946718537
7,4.1.2021,17:44,2,4041654113153382
9,8.1.2021,21:22,5,4734512322735246
4,4.17.2021,15:53,5,4443007238406177
12,6.18.2021,17:41,1,4832723732830695
4,1.8.2021,6:28,3,4540941593301138
7,9.27.2021,16:49,1,4966943025377979
6,9.28.2021,12:8,2,4047547519853945
4,6.12.2021,0:52,5,4400547763381477
8,9.6.2021,3:32,4,4419447168181664
12,7.25.2021,6:37,3,4407289113528321
13,9.25.2021,14:29,3,4583790215855102
1,8.3.2021,22:1,1,4133540927652555
5,6.12.2021,22:59,4,4407045604293942
15,9.27.2021,13:56,2,4899442949067758
13,2.4.2021,6:23,3,4720292206449679
5,12.1.2021,7:21,3,4264849705379038
11,4.17.2021,19:13,5,4276986631853789
12,6.14.2021,0:49,2,4634587218118397
10,5.11.2021,1:44,4,4049061472517676
3,4.19.2021,19:51,5,4583706287936967
1,4.28.2021,7:20,1,4256427742453727
5,3.8.2021,4:23,1,4870234928511979
6,4.2.2021,13:23,5,4991538722628907
3,2.21.2021,20:22,1,4614274609530675
1,9.1.2021,10:23,3,4679571117585896
4,10.24.2021,14:2,2,4759649087962306
13,7.18.2021,19:43,2,4565809595704628
4,6.2.2021,7:13,5,4325283739255322
7,12.17.2021,9:22,4,4746297683784967
12,7.20.2021,20:28,1,4541561667987910
2,8.25.2021,17:17,5,4493174706084105
3,9.6.2021,10:6,3,4845227798737192
6,2.2.2021,2:21,1,4181359126536486
3,6.8.2021,12:41,2,4819697019945029
4,2.25.2021,23:27,4,4314736873412726
5,7.3.2021,16:5,1,4065569340405734
9,10.20.2021,0:36,5,4223561064462879
9,8.9.2021,5:41,1,4593660906790605
10,7.23.2021,7:57,5,4211424518305396
12,8.23.2021,7:36,4,4722759151478174
11,12.11.2021,20:36,1,4041048204975592
13,8.17.2021,0:47,1,4345843730804480
9,3.19.2021,23:48,5,4559706313421840
14,5.11.2021,0:9,5,4397564052549564
5,7.10.2021,1:20,1,4075392241818605
15,8.22.2021,6:25,4,4995872719852477
7,9.7.2021,7:54,5,4100347558031636
1,3.20.2021,17:25,5,4545199888356274
1,11.22.2021,21:18,5,4983799285910799
2,6.17.2021,16:40,1,4960327423547997
7,12.7.2021,18:40,5,4318548559512309
1,1.20.2021,5:2,5,4693597243329200
11,11.2.2021,3:45,2,4072193339308675
13,5.8.2021,12:7,5,4047183173652005
14,1.12.2021,15:33,3,4152315813489806
10,7.10.2021,15:50,5,4225602644215501
9,11.14.2021,19:54,5,4532233298451480
6,8.12.2021,2:24,5,4407502254491154
13,9.24.2021,6:0,3,4994897482874224
13,10.22.2021,18:42,1,4513138704188820
4,2.1.2021,0:35,1,4689035138901709
1,7.8.2021,10:51,2,4520182363202333
11,1.11.2021,11:38,1,4264809297995970
14,12.4.2021,12:38,4,4561447228925599
14,3.5.2021,8:27,4,4820838918379016
6,12.21.2021,23:49,5,4767262795499171
3,11.12.2021,22:6,4,4601460883988868
5,8.13.2021,2:54,3,4958798524954852
1,2.12.2021,2:42,5,4304352498595303
9,4.21.2021,13:54,4,4134659705808375
1,1.11.2021,21:15,5,4109387426063520
6,4.17.2021,22:21,3,4996114315916552
3,11.19.2021,21:52,3,4111832238029571
7,8.28.2021,23:11,4,4350823008653548
12,5.13.2021,13:35,3,4002444470804953
6,2.1.2021,5:2,3,4086878588671055
2,4.19.2021,17:21,2,4833080726822624
9,12.4.2021,14:49,3,4294523683895776
13,10.14.2021,16:13,3,4010357345949446
5,11.15.2021,7:7,3,4615943484881154
4,7.22.2021,21:30,4,4090818918283906
7,12.25.2021,13:6,1,4244149518228190
1,9.9.2021,19:24,5,4147573825969513
2,12.19.2021,19:21,4,4177293010844014
2,9.22.2021,6:56,4,4035775849503783
8,9.28.2021,20:47,4,4178662080097517
5,3.21.2021,16:49,3,4863065265479106
5,7.28.2021,19:6,4,4495651772709171
13,5.26.2021,5:27,5,4827903911910945
3,2.14.2021,14:19,1,4939679172344800
5,8.12.2021,7:19,2,4721233388604244
15,1.11.2021,3:51,4,4596254690598032
2,12.16.2021,8:9,1,4423597928299882
14,1.17.2021,8:19,5,4356903949351316
13,7.24.2021,12:47,3,4694097551994128
4,1.4.2021,21:50,4,4649071006399108
12,12.9.2021,21:54,4,4061983532178619
3,6.19.2021,3:28,3,4399984327425285
10,5.7.2021,17:2,5,4489025189281700
14,9.25.2021,7:38,3,4447077788901048
8,6.24.2021,23:8,5,4275235628233273
4,8.23.2021,19:30,3,4827946525532665
5,4.4.2021,11:31,3,4495851050557266
5,10.24.2021,19:25,4,4525668403125623
14,1.22.2021,16:26,5,4754178540957688
1,12.9.2021,3:9,5,4649407338874533
9,11.27.2021,13:13,1,4980555215452677
1,4.25.2021,18:35,5,4107386649440954
11,3.15.2021,18:15,2,4429868736087441
5,10.7.2021,11:28,1,4678913435986157
11,10.26.2021,7:45,1,4794411624603539
5,10.18.2021,13:21,4,4756379076186286
3,4.20.2021,18:3,2,4502202786020221
3,6.7.2021,14:8,4,4030576336121573
15,9.28.2021,22:22,2,4050663655983211
14,12.25.2021,22:35,3,4597272644108078
9,8.28.2021,23:17,2,4922669962364310
12,9.5.2021,20:27,5,4636115915821943
7,11.23.2021,0:24,1,4355583964064785
11,2.1.2021,15:21,5,4173171022873591
1,6.12.2021,3:38,1,4587564438266124
7,7.12.2021,21:42,2,4848912076170418
4,2.4.2021,15:14,1,4553573757044028
9,6.3.2021,9:56,3,4533005424641172
3,6.6.2021,3:3,1,4950410330223678
12,8.3.2021,11:42,2,4904937492076034
2,6.11.2021,10:47,5,4447925286634313
7,9.23.2021,3:7,1,4271465425973823
6,11.26.2021,7:21,3,4530387455743182
8,7.17.2021,1:17,5,4352517556226379
11,6.14.2021,11:52,2,4989964513351099
5,7.3.2021,19:6,1,4475360334941574
15,12.16.2021,1:17,2,4932956755758727
9,5.19.2021,11:0,4,4129208096089338
13,1.15.2021,22:21,1,4049341575121749
13,12.6.2021,0:45,5,4590030591306402
3,1.15.2021,7:12,2,4477231374074072
13,1.13.2021,10:37,1,4966056720210549
7,2.16.2021,10:34,4,4970458727909844
2,5.7.2021,12:7,5,4133802020287495
8,5.4.2021,1:27,4,4829368779298697
10,10.12.2021,22:19,2,4064613731293886
2,1.9.2021,22:1,4,4819717819987049
4,1.11.2021,12:44,1,4468187014440412
9,11.7.2021,8:17,4,4806103200167573
8,8.15.2021,23:8,4,4281520516823339
3,12.27.2021,4:19,3,4375902778297990
1,10.21.2021,7:58,3,4417022902319858
14,7.5.2021,15:11,5,4273999031403829
11,11.7.2021,8:40,1,4120934875688750
12,7.4.2021,12:16,3,4238105896317234
11,1.19.2021,10:14,2,4799954343756081
7,12.12.2021,0:0,2,4365303069988917
2,2.10.2021,23:21,3,4828009953335132
13,7.26.2021,7:56,2,4151804988496652
13,7.19.2021,4:37,5,4876145370973584
15,3.13.2021,10:45,3,4300462371664963
3,9.12.2021,15:40,1,4175048176852961
1,10.1.2021,12:8,2,4415794486364914
6,10.28.2021,11:43,3,4403737120667037
10,6.25.2021,0:20,1,4396899085441999
1,10.16.2021,16:15,1,4498405507710471
4,1.9.2021,8:41,2,4319981230396273
